titulo,precio,fecha_publicacion,hora_publicacion,lugar_venta,pagina
IPhone 6s 32 GB,60000,12-02-2023,19:00:12,"Ñuñoa, Región Metropolitana",50
Iphone SE Segunda Generación,120000,12-02-2023,18:05:09,"Las Condes, Región Metropolitana",50
Iphone 6,50000,12-02-2023,17:06:47,"Maipú, Región Metropolitana",50
IPhone XR 64gb excelente estado,240000,12-02-2023,16:10:30,"Pudahuel, Región Metropolitana",50
Iphone 11,247500,12-02-2023,15:55:02,"Las Condes, Región Metropolitana",50
IPhone 6 plus casi nuevo color plateado,80000,12-02-2023,13:50:07,"Providencia, Región Metropolitana",50
IPhone 11 lila 64 gb,280000,12-02-2023,09:23:15,"La Florida, Región Metropolitana",50
"Carcasas Sansum, Ipone, Xiomi, Redmi",4000,12-02-2023,07:08:11,"San Joaquín, Región Metropolitana",50
IPhone 11,400000,11-02-2023,19:16:20,"Puente Alto, Región Metropolitana",50
IPhone 11 Black de 256 Gb ,440000,11-02-2023,16:25:09,"Quilicura, Región Metropolitana",50
IPhone 11 Pro 64 GB,290000,11-02-2023,15:31:06,"San Miguel, Región Metropolitana",50
IPhone XR ,250000,11-02-2023,15:29:09,"Las Condes, Región Metropolitana",50
Carcasas Iphone 13,3990,11-02-2023,15:23:13,"La Florida, Región Metropolitana",50
IPhone SE 2020,330000,11-02-2023,15:21:01,"Quilicura, Región Metropolitana",50
Bateria Compatible Con iPhone 12 / 12 Pro,51000,11-02-2023,12:59:03,"Providencia, Región Metropolitana",50
Vidrios Camara Trasera iPhone 12 Pro Max,9900,11-02-2023,12:57:58,"Providencia, Región Metropolitana",50
Tapa Trasera IPhone De Iphone 12 Pro Max,40000,11-02-2023,12:43:58,"Providencia, Región Metropolitana",50
Iphone 7 rose,55000,11-02-2023,10:49:27,"San Miguel, Región Metropolitana",50
IPhone 7 32 gb,80000,11-02-2023,10:16:49,"Providencia, Región Metropolitana",50
Iphone 14,750000,11-02-2023,09:46:57,"La Reina, Región Metropolitana",50
Permuto note 20 ultra más Watch 4 LTE por iphone,600000,11-02-2023,08:36:58,"La Pintana, Región Metropolitana",50
Iphone XS,200000,11-02-2023,02:06:27,"Santiago, Región Metropolitana",50
Permuto iphone 11 de 128 gb,320000,10-02-2023,23:17:24,"Quinta Normal, Región Metropolitana",50
IPhone XR 64GB PRIMERO QUE VENGA POR EL,140000,10-02-2023,22:43:27,"Las Condes, Región Metropolitana",50
IPhone 13 Pro,730000,10-02-2023,22:11:50,"Maipú, Región Metropolitana",50
IPhone 12 ,450000,10-02-2023,19:24:01,"Renca, Región Metropolitana",50
Audífonos Iphone,18000,10-02-2023,17:59:28,"Independencia, Región Metropolitana",50
IPhone 13 Pro Max Sierra Blue 256gb,830000,10-02-2023,17:54:02,"Renca, Región Metropolitana",50
Cargador original iphone,30000,10-02-2023,15:04:08,"Independencia, Región Metropolitana",50
IPhone 7 Plus,130000,10-02-2023,13:35:03,"Maipú, Región Metropolitana",50
Accesorios Iphone 13 Pro Max,15000,09-02-2023,23:20:13,"Las Condes, Región Metropolitana",50
IPhone 11,330000,09-02-2023,21:56:03,"Estación Central, Región Metropolitana",50
Iphone 13 pro max 8 meses de uso,700000,09-02-2023,19:09:53,"Huechuraba, Región Metropolitana",50
IPhone 12 Pro 128 Gb,450000,09-02-2023,17:48:39,"Puente Alto, Región Metropolitana",50
Busco Celular Iphone,200000,09-02-2023,16:56:01,"Estación Central, Región Metropolitana",50
IPhone 8.,150000,09-02-2023,15:36:27,"Santiago, Región Metropolitana",50
Iphone 8,150000,09-02-2023,15:21:17,"Estación Central, Región Metropolitana",50
Funda para iphone X,4000,09-02-2023,14:59:31,"La Florida, Región Metropolitana",50
Iphone 12,700000,09-02-2023,14:51:53,"La Florida, Región Metropolitana",50
Iphone SE 2020 usado  ,150000,09-02-2023,14:48:01,"Pudahuel, Región Metropolitana",50
IPhone 12 128 GB,550000,09-02-2023,14:26:53,"Providencia, Región Metropolitana",50
Funda para iphone 7/8,3000,09-02-2023,14:26:13,"La Florida, Región Metropolitana",50
Iphone 13 pro 256 celeste,850000,09-02-2023,13:32:25,"Providencia, Región Metropolitana",50
Funda para iphone 12 y 13 pro max,4000,09-02-2023,13:25:21,"La Florida, Región Metropolitana",50
"Iphone 6s, color rosa, 32 gb",150000,09-02-2023,09:42:47,"Cerrillos, Región Metropolitana",50
Iphone 13 mini,600000,09-02-2023,00:15:52,"Recoleta, Región Metropolitana",50
Iphone8,180000,08-02-2023,21:32:02,"La Florida, Región Metropolitana",50
0,0,0,,0,50
0,0,0,,0,50
0,0,0,,0,50
